recipe_id,title,current_tags,proposed_additions,high_stakes_confirmed,required_swaps,conflicts,flagged_for_review,low_confidence,rationale,error
cf458814-b734-44fb-b906-51e6cc09cdd9,Ian’s Holiday Ginger Cookies,,vegetarian; nut-free; holiday; kid-friendly; make-ahead,vegetarian; nut-free,,,easy: Recipe uses an electric mixer with creaming technique and multi-step folding; borderline for novice level — slightly above basic mixing but plausibly simple enough. Not tagged due to uncertainty.,,"vegetarian: No meat, poultry, fish, shellfish, or hidden animal-flesh ingredients; contains only butter, egg, flour, sugar, molasses, and spices.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients present in any form.; holiday: Title explicitly states 'Holiday Ginger Cookies'; ginger cookies are a recognized festive/holiday baked good.; kid-friendly: Sweet ginger cookies; mild, familiar, no alcohol, no spicy heat at a level problematic for children. Recipe note 'Ian loves these cookies!' further supports child appeal.; make-ahead: Cookies and cookie doughs typically store well in advance without quality loss; dough balls can be refrigerated or frozen before baking.",
eb6fb948-d152-47cd-a678-7fb2e1001c53,Julie’s Marble Brownies,,vegetarian; nut-free; kid-friendly; make-ahead,vegetarian; nut-free,,,"gluten-free: Recipe uses all-purpose flour in both the brownie batter and cheesecake batter; not gluten-free as written and the flour is a defining structural ingredient, not an incidental swap.",,"vegetarian: No meat, poultry, fish, or seafood; contains eggs and dairy only.; nut-free: No nuts, nut flours, nut butters, or nut-containing ingredients listed. Chocolate chips are dark chocolate with no nuts specified.; kid-friendly: Chocolate brownies with cheesecake swirl — sweet, mild, familiar dessert with no alcohol, spice, or sophisticated flavors.; make-ahead: Brownies are a baked good that stores well at room temperature or refrigerated without quality loss, suitable for advance preparation.",
47d4a07e-a73b-4533-8c72-57f7b98d813b,Lemon Cream Cheese Squares,,vegetarian; nut-free; kid-friendly; make-ahead,vegetarian; nut-free,,,,,"vegetarian: No meat, poultry, fish, shellfish, or seafood; all ingredients are eggs, dairy, flour, sugar, lemon, and vanilla.; nut-free: No nuts, nut flours, nut butters, nut oils, or nut-containing ingredients anywhere in the recipe.; kid-friendly: Sweet, mild, creamy dessert bars with no spicy, bitter, alcoholic, or strongly pungent ingredients — broadly appealing to children.; make-ahead: Recipe explicitly instructs to refrigerate after cooling before cutting into bars, making it well-suited for advance preparation.",
31245917-ba91-4159-b2e1-c66d619be1eb,Marble Brownies,,vegetarian; nut-free; kid-friendly; make-ahead,vegetarian; nut-free,,,,,"vegetarian: No meat, poultry, fish, or seafood; contains eggs, dairy, and chocolate — all vegetarian-compatible.; nut-free: No nuts, nut flours, nut butters, or nut-containing ingredients listed; chocolate chips specified by brand (Ghirardelli/Hershey's) with no nut inclusions.; kid-friendly: Sweet chocolate brownie with cheesecake swirl and fudge frosting — mild, familiar, no alcohol or spicy/pungent ingredients.; make-ahead: Recipe instructs to cool completely, frost, and allow to sit 1 hour before cutting — brownies hold well and are better made in advance.",
73153ac8-52a6-4222-a520-af9a784e549f,Spinach Butternut Squash Salad,,vegetarian; gluten-free; nut-free; easy,vegetarian; gluten-free; nut-free,,,"quick: No prep/cook times provided; roasting butternut squash typically takes 20–30+ minutes, making total time likely exceed 30 minutes, but cannot confirm without stated times.; kid-friendly: Gorgonzola is a strong, pungent blue cheese that many children dislike; recipe is otherwise mild, but this ingredient is a defining component of the salad.",,"vegetarian: All ingredients are plant-based or dairy; no meat, poultry, fish, or hidden animal-flesh ingredients present.; gluten-free: No wheat, barley, rye, or gluten-containing ingredients; all components (squash, spinach, olive oil, honey, vinegar, mustard, pumpkin seeds, dried cherries, gorgonzola) are naturally gluten-free.; nut-free: No tree nuts or peanuts; pumpkin seeds are seeds, not nuts.; easy: Simple salad with basic techniques (roasting squash, whisking vinaigrette, tossing salad); roughly 10 ingredients per component group but straightforward assembly.",
03bbeafd-e8c7-45fd-9e3f-57144ec53792,Frozen White Chocolate Mousse Cake with Raspberry Sauce,,make-ahead; holiday,,,,"vegetarian: Recipe contains vanilla/chocolate wafer crumbs — specific brand unknown; some commercial wafer cookies may contain gelatin or other non-vegetarian ingredients. All other ingredients appear vegetarian.; nut-free: Recipe contains chopped pistachios (tree nuts), which is a clear disqualifier — nut-free cannot be applied.; gluten-free: Crust uses vanilla or chocolate wafer crumbs, which typically contain wheat flour; no gluten-free alternative is specified.",,make-ahead: Recipe explicitly states 'Both mousse cake and raspberry sauce can be prepared up to 3 days before serving' and instructs to freeze until firm (~6 hours) then cover and return to freezer.; holiday: Frozen mousse cake with raspberry sauce and garnishes is a celebratory/festive dessert presentation; pistachios and raspberry sauce suggest special-occasion intent.,
9249661b-465e-4925-8d9a-79d194a83cba,Pumpkin Bars,,vegetarian; nut-free; holiday; kid-friendly; make-ahead,vegetarian; nut-free,,,,,"vegetarian: No meat, poultry, fish, or seafood; contains eggs, dairy, and plant-based ingredients only.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-containing ingredients listed anywhere in the recipe.; holiday: Pumpkin-based baked good; notes explicitly call it a favorite 'fall' item, and pumpkin bars are a recognized seasonal/holiday treat.; kid-friendly: Sweet bar cookies with chocolate chips and cream cheese frosting; mild, familiar, no alcohol or spicy ingredients.; make-ahead: Bar cookies with frosting hold well when stored; can be baked, frosted, and refrigerated in advance without quality loss.",
42c5e433-fbac-4c9a-ab9e-bb4684de9428,Oma’s French Meringue Cookies,,dairy-free; gluten-free; nut-free; vegetarian; kid-friendly; holiday,dairy-free; gluten-free; nut-free; vegetarian,"dairy-free: Use dairy-free mini semisweet chocolate chips (many standard chips contain milk solids; confirm label is dairy-free); gluten-free: Verify chocolate chips are labeled gluten-free, as cross-contamination can occur in some facilities",,"dairy-free: Mini semisweet chocolate chips frequently contain milk solids (e.g., milk fat); brand not specified so dairy-free status cannot be confirmed without label check — tag proposed conditionally with substitution note; vegan: Recipe contains egg whites, which disqualify it from vegan; no path to swap as eggs are the defining structural ingredient",,"dairy-free: No milk, butter, cream, or other dairy products listed; egg whites are not dairy; gluten-free: All ingredients — egg whites, cream of tartar, salt, vanilla, sugar, chocolate chips — are inherently gluten-free with no wheat-containing items; nut-free: No tree nuts, peanuts, nut flours, or nut-derived ingredients present in the recipe; vegetarian: Contains only egg whites, cream of tartar, salt, vanilla, sugar, and chocolate chips — no meat, poultry, fish, or hidden animal-flesh ingredients; kid-friendly: Sweet, mild, bite-sized cookies with chocolate chips — classic appeal to children, no spice or alcohol; holiday: Meringue cookies are a recognized festive/celebratory treat; recipe name references a family heirloom ('Oma's') suggesting tradition",
7e88111d-286e-494b-b75d-0442cc6f5534,Salted Caramel Butter Bars,,vegetarian; nut-free; kid-friendly; make-ahead,vegetarian; nut-free,,,"gluten-free: Recipe uses 4 cups of all-purpose flour with no gluten-free alternative mentioned; cannot be tagged gluten-free as written.; easy: Recipe involves multiple stages (making and chilling dough, managing a separate caramel filling, two separate bake periods) which may exceed a straightforward novice experience; borderline on step complexity.",,"vegetarian: No meat, poultry, fish, or seafood; all ingredients are butter, sugars, flour, caramel candies, and cream.; nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients present in any component.; kid-friendly: Sweet buttery shortbread bars with caramel filling — mild, familiar, no alcohol or strong flavors.; make-ahead: Bar cookies store well at room temperature or refrigerated and can be made in advance and cut into squares before serving.",
bcc59e65-c86b-4446-8df4-68e244a82223,Julie’s Apple Crumb Pie,,vegetarian; holiday; kid-friendly,vegetarian,,,"nut-free: Recipe contains chopped walnuts in the crust, so it is NOT nut-free. Flagged in case this tag is ever accidentally applied.",,"vegetarian: All ingredients are plant-based or dairy/egg products; no meat, fish, or hidden animal-flesh ingredients present.; holiday: Apple crumb pie is a recognized festive/holiday dessert commonly served at Thanksgiving and other celebrations.; kid-friendly: Sweet apple pie with cinnamon and crumb topping; mild, familiar, no alcohol or spicy/pungent ingredients.",
510a9dbc-d150-4302-a59f-bbabdc28a728,Springerle,,vegetarian; dairy-free; nut-free; holiday; make-ahead,vegetarian; dairy-free; nut-free,,,"kid-friendly: Springerle are flavored with anise oil and anise seeds, which have a strong, distinct licorice flavor that many children dislike; appeal to young children is uncertain.",,"vegetarian: Recipe contains eggs and flour but no meat, poultry, fish, shellfish, or hidden animal-flesh ingredients.; dairy-free: No milk, butter, cream, cheese, or any other dairy product appears in the ingredient list; eggs are not dairy.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut extracts present; anise oil is not a nut product.; holiday: Springerle are a recognized traditional German Christmas cookie, classically made with carved molds for the holiday season.; make-ahead: Recipe explicitly requires cookies to dry on baking sheets for at least 12 hours before baking, making advance preparation mandatory.",
9ab6c2a0-8527-4364-af67-7031c77465fc,Surprise Meringues,,gluten-free; nut-free; kid-friendly; holiday; easy,gluten-free; nut-free,"gluten-free: Use certified gluten-free mini semisweet chocolate chips, as some brands may contain trace gluten from shared facilities or additives",,"dairy-free: Mini semisweet chocolate chips are unspecified by brand — many common brands (e.g., Toll House) contain milkfat or milk derivatives, making the recipe potentially not dairy-free without selecting a verified dairy-free brand; vegetarian: Recipe appears vegetarian (eggs, sugar, chocolate chips, no meat/fish), but the brand of mini semisweet chocolate chips is unspecified and some processed chocolates contain additives; additionally, some refined sugars are processed with bone char — flagging for completeness, though standard practice would qualify this as vegetarian",,"gluten-free: No wheat, barley, rye, or gluten-containing ingredients present; all ingredients (egg whites, salt, cream of tartar, vanilla, sugar, chocolate chips) are inherently gluten-free; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients present in the recipe; kid-friendly: Sweet meringue cookies with chocolate chips; mild, familiar, no alcohol, not spicy or pungent — highly appealing to children; holiday: Meringue cookies with chocolate chips are a recognized festive/holiday treat commonly appearing on Christmas cookie trays and celebration platters; easy: Roughly 6 ingredients, straightforward steps (beating, folding, dropping by teaspoon, baking); however, achieving stiff meringue peaks can be tricky for novices",
9cda3b0d-b612-4f96-bacc-b93581a5b572,Baklava (Recipe from Lisa Ames),,vegetarian; make-ahead; holiday,vegetarian,,,"nut-free: Recipe contains 1 lb walnuts as a primary filling ingredient — clearly disqualifies nut-free, included only to flag if this tag were ever added.",,"vegetarian: No meat, poultry, fish, or seafood; all ingredients are plant-based or dairy/egg products (butter, honey, walnuts, phyllo, sugar, spices).; make-ahead: Step 7 explicitly instructs: 'Let stand overnight before serving,' making advance preparation a required part of the recipe.; holiday: Baklava is a recognized festive/celebratory pastry strongly associated with holidays and special occasions across multiple culinary traditions.",
2e34557a-3bc3-4c69-ae06-1c69ae33194c,Lemon Garlic Green Beans,,vegetarian; gluten-free; nut-free; easy; quick; make-ahead; holiday; kid-friendly,vegetarian; gluten-free; nut-free,,,"vegan: Recipe contains butter, a dairy product, which disqualifies it from vegan; no flag needed as this is a clear disqualifier, not ambiguity — tag simply does not apply.; dairy-free: Recipe contains butter, a dairy product, which disqualifies it from dairy-free — tag does not apply.",,"vegetarian: No meat, poultry, fish, or seafood; butter and olive oil are the only animal-derived ingredients, both permitted under vegetarian rules.; gluten-free: All ingredients (green beans, butter, olive oil, garlic, parsley, lemon peel, salt, pepper) are naturally gluten-free with no hidden gluten sources.; nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients present.; easy: 6 ingredients, 2 steps, basic techniques (boiling, sautéing), common pantry items, no special equipment.; quick: Total active cook time is approximately 10 minutes (4-minute blanch + 5-minute sauté + minimal prep), well under 30 minutes.; make-ahead: Recipe explicitly notes '(Can be refrigerated at this point.)' after the blanching step, allowing advance preparation.; holiday: Green beans are a recognized holiday side dish (green bean casserole tradition); this is a classic holiday table side dish.; kid-friendly: Mild flavors, no spice or heat, familiar vegetable preparation appealing to children.",
56766ecb-bd3d-4278-ad64-8cd3a07b3040,Carrot Cake,,vegetarian; kid-friendly; make-ahead,vegetarian,,,nut-free: Recipe explicitly includes 1½ cups shelled walnuts — cannot be tagged nut-free,,"vegetarian: No meat, poultry, fish, or seafood; contains eggs and dairy only; kid-friendly: Sweet cake with mild spices (cinnamon), familiar dessert format, no alcohol or strongly off-putting ingredients for children; make-ahead: Requires 3-hour cooling before frosting; layered frosted cake holds well refrigerated for days without quality loss",
467f26de-5e5f-4e00-afd0-c8bcb1304be6,Chocolate Fondue,,vegetarian; gluten-free; nut-free; 5-ingredients; easy; quick; holiday; kid-friendly; no-bake,vegetarian; gluten-free; nut-free,gluten-free: Use chocolate confirmed gluten-free (check label for wheat-containing additives or cross-contamination warnings).,,"potluck: Fondue requires a fondue pot kept warm over low heat, limiting portability; unclear if it qualifies as a crowd-pleaser that travels well.",,"vegetarian: All ingredients (whipping cream, chocolate, vanilla extract) are vegetarian — no meat, fish, or hidden animal-flesh ingredients.; gluten-free: The three core ingredients (cream, chocolate, vanilla) are inherently gluten-free; recipe explicitly advises against chocolate chips and to use good-quality chopped chocolate, but gluten-free certification of the chocolate is not stated.; nut-free: No nuts, nut flours, nut butters, or nut-containing ingredients present; vanilla extract does not contain nuts.; 5-ingredients: Only 3 ingredients: whipping cream, chocolate, vanilla extract (salt, pepper, water, oil not counted).; easy: 3 ingredients, 1 step (heat cream, whisk in chocolate, stir in vanilla), basic technique only, no special equipment beyond a fondue pot.; quick: Recipe involves only heating cream and whisking in chocolate — total time is well under 30 minutes.; holiday: Recipe notes explicitly state 'We traditionally enjoy this recipe on New Year's Eve.'; kid-friendly: Chocolate fondue with fruit and cookies is mild, sweet, familiar, and contains no alcohol or spicy ingredients.; no-bake: Recipe only requires stovetop heating of cream; no oven baking involved.",
8f42e8d7-f691-4f66-843f-9e980d4d4e38,Dark Chocolate Crème Brûlée,,vegetarian; gluten-free; nut-free; make-ahead,vegetarian; gluten-free; nut-free,,,"easy: Recipe involves a custard that can curdle, a water-bath bake with precise timing, and a broiling/brûlée finish requiring close attention — these exceed basic novice techniques per the Easy ruleset",,"vegetarian: No meat, poultry, fish, or seafood; ingredients are cream, half-and-half, chocolate, egg yolks, and sugar; gluten-free: No wheat, barley, rye, or gluten-containing ingredients; all five ingredients are naturally gluten-free; nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients present; make-ahead: Step 5 explicitly instructs to chill 'several hours or overnight' before the final sugar-brûlée step",
01357b3c-d94f-4588-b7a8-0848a7090e94,Lemon and White Chocolate Mousse Parfaits with Strawberries,,vegetarian; gluten-free; nut-free; no-bake; make-ahead; kid-friendly,vegetarian; gluten-free; nut-free,gluten-free: Use a certified gluten-free white chocolate brand to ensure no cross-contamination.,,,,"vegetarian: No meat, poultry, fish, shellfish, or hidden animal-flesh ingredients; contains eggs and dairy only.; gluten-free: All ingredients (egg yolks, sugar, lemon juice, lemon zest, salt, cream, white chocolate, strawberries) are naturally gluten-free with no wheat, barley, rye, or derivatives present.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients present in any component.; no-bake: All components are cooked on the stovetop over a double boiler or chilled; no oven baking required.; make-ahead: Step 4 instructs to cover and refrigerate until ready to serve, making the assembled parfaits suitable for advance preparation.; kid-friendly: Mild, sweet flavors (lemon, white chocolate, strawberries, whipped cream) with no alcohol, spice, or strong/bitter components; recognizable and appealing to children.",
33bed6e8-7c6b-4b48-80d0-896298cd4c21,Chocolate Pudding,,vegetarian; nut-free; make-ahead; kid-friendly,vegetarian; nut-free,,,"gluten-free: The biscotti cookie mentioned as a serving suggestion typically contains gluten. The pudding base itself is gluten-free, but if the biscotti is considered part of the recipe, the dish would not qualify. Human review needed to determine whether the accompaniment is part of the recipe or merely optional.",,"vegetarian: No meat, poultry, fish, shellfish, or animal-flesh ingredients; contains eggs and dairy only.; nut-free: No nuts, nut flours, nut butters, or nut oils in any ingredient.; make-ahead: Recipe explicitly instructs to refrigerate at least 4 hours or overnight before serving.; kid-friendly: Chocolate pudding is a mild, sweet, familiar dessert with no alcohol, spice, or strongly pungent ingredients.",
61f57552-8d92-45e2-8ab9-e7c168061704,Crème Anglaise,,vegetarian; gluten-free; nut-free; 5-ingredients; make-ahead,vegetarian; gluten-free; nut-free,,,"easy: Recipe involves tempering eggs (a technique requiring care to avoid curdling the custard), constant stirring to coat the back of a spoon, and an ice bath — these steps disqualify it as novice-friendly under the rules.",,"vegetarian: All ingredients are vegetarian: cream, whole milk, sugar, vanilla, egg yolks — no meat, fish, or hidden animal-flesh ingredients.; gluten-free: No wheat, barley, rye, or gluten-containing derivatives in any ingredient: cream, milk, sugar, vanilla, egg yolks.; nut-free: No nuts, nut flours, nut butters, or nut extracts present; vanilla bean/paste is the only flavoring.; 5-ingredients: Exactly 5 ingredients: cream, whole milk, sugar, vanilla bean/paste, egg yolks. Salt, pepper, water, and oil are excluded per rules.; make-ahead: Recipe explicitly instructs to store covered in the fridge in an airtight container for up to 4 days.",
55caf196-e092-4995-b3dc-8067cbb17212,Crème Brulee,,vegetarian; gluten-free; nut-free; 5-ingredients; make-ahead,vegetarian; gluten-free; nut-free,,,"5-ingredients: The vanilla component is listed as both a vanilla bean AND vanilla bean extract — if counted as two separate ingredients rather than one flavor component, the recipe would have 6 ingredients total. A human editor should confirm the counting convention.",,"vegetarian: All ingredients are vegetarian: heavy cream, vanilla bean, vanilla extract, salt, egg yolks, granulated sugar — no meat, fish, or hidden animal-flesh ingredients.; gluten-free: All five ingredients (heavy cream, vanilla bean/extract, salt, egg yolks, granulated sugar) are naturally gluten-free with no wheat, barley, rye, or derivatives present.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut extracts in any ingredient; vanilla bean extract is clearly vanilla, not a nut extract.; 5-ingredients: Exactly 5 ingredients when not counting salt: heavy cream, vanilla bean + vanilla extract (one flavor component), egg yolks, granulated sugar. Salt is excluded per the counting rule.; make-ahead: Recipe explicitly states 'Refrigerate for several hours and up to a couple of days' before the final sugar-brûlée step.",
999526ec-420b-40bb-8a3c-5323c1dd7540,Daniel’s Fudge Pie,,vegetarian; nut-free; holiday; kid-friendly,vegetarian; nut-free,,,"easy: Recipe involves a double boiler, electric mixer, pre-baking a pie crust with pie weights, and timing management (foil removal mid-bake); slightly above basic novice level but borderline — requires human judgment.",,"vegetarian: No meat, poultry, fish, or seafood; contains eggs, butter, and dairy — all allowed for vegetarian.; nut-free: No tree nuts or peanuts in any ingredient; no nut-derived products present.; holiday: Recipe notes explicitly state 'This pie is often baked for our Thanksgiving feast.'; kid-friendly: Recipe notes state this was one of Dan's favorite desserts growing up; mild, sweet chocolate pie with no alcohol or spicy/pungent ingredients.",
3501de8e-f9f5-4a15-b32b-9de4b3ab3a96,Deer Valley Resort Area Chocolate Snowball,,gluten-free; nut-free; vegetarian; make-ahead; holiday,gluten-free; nut-free; vegetarian,,,,,"gluten-free: No wheat, barley, rye, or any flour/grain-based ingredient appears in the recipe; the cake is chocolate, butter, eggs, sugar, and coffee only.; nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients are present in the recipe.; vegetarian: Contains only eggs, dairy, chocolate, coffee, and sugar — no meat, poultry, fish, or hidden animal-flesh ingredients.; make-ahead: Step 4 explicitly states 'Cover and refrigerate at least 8 hours,' making advance preparation a requirement of the recipe.; holiday: Described as a 'showstopper' dessert used for catering events; the 'snowball' presentation with piped cream stars and festive decoration strongly implies a celebratory/holiday context.",
f650f149-9461-4eba-a526-f948ea200740,Fluffy Tapioca Pudding,,vegetarian; gluten-free; nut-free; kid-friendly; make-ahead; no-bake; one-pot,vegetarian; gluten-free; nut-free,,,,,"vegetarian: No meat, poultry, fish, shellfish, or animal-flesh ingredients; contains only tapioca, sugar, egg, milk, and vanilla.; gluten-free: All ingredients (tapioca, sugar, egg, milk, vanilla, salt) are naturally gluten-free with no wheat or gluten derivatives present.; nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients in the recipe.; kid-friendly: Sweet, mild, creamy pudding with no spice, alcohol, or strong flavors; author notes it as a childhood comfort food.; make-ahead: Notes instruct to 'Serve warm or chilled,' implying it can be made in advance and refrigerated.; no-bake: Cooked entirely on the stovetop (saucepan/double boiler); no oven is used.; one-pot: Cooked in a single heavy saucepan or double boiler; the egg white is folded in off-heat in the same vessel.",
9bd201a3-8383-43d5-969b-989c84bf2354,Fresh Apple Cake with Caramel Frosting,,vegetarian; kid-friendly; make-ahead,vegetarian,,,"nut-free: Recipe explicitly includes chopped walnuts both in the batter and as a topping — this recipe is NOT nut-free, flagged in case the tag is ever considered.",,"vegetarian: No meat, poultry, fish, or seafood; contains only eggs, butter, dairy, and plant-based ingredients.; kid-friendly: Sweet apple cake with caramel frosting; mild spices (cinnamon, cloves, nutmeg), no alcohol, familiar and appealing to children.; make-ahead: Cake must cool completely before frosting, and baked cakes of this type store well; caramel frosting can also be made in advance.",
f80639c9-2ef6-4d2c-9279-f1fa66392b1a,Asparagus Bacon Pasta,,,,,,,,,Proposer failed: Extra data: line 22 column 1 (char 705)
8fd69e54-8fba-4f43-a302-69c121898e10,Fresh Strawberry Cupcakes with White Chocolate Frosting,,vegetarian; nut-free; kid-friendly; make-ahead,vegetarian; nut-free,,,,,"vegetarian: No meat, poultry, fish, shellfish, or hidden animal-flesh ingredients; contains eggs and dairy which are permitted.; nut-free: No tree nuts, peanuts, nut flours, nut butters, nut oils, or nut-containing ingredients present anywhere in recipe.; kid-friendly: Sweet strawberry cupcakes with white chocolate frosting — mild, familiar, no alcohol or spicy/pungent ingredients; highly appealing to children.; make-ahead: Step 14 explicitly instructs: 'Cover and refrigerate several hours before using,' indicating the frosting (and assembled cupcakes) are designed to be made in advance.",
3fe2c553-42bb-4062-87a8-eccd5fd05dda,Gingerbread Cake,,vegetarian; nut-free; holiday; kid-friendly; easy,vegetarian; nut-free,,,,,"vegetarian: No meat, fish, or hidden animal-flesh ingredients; contains eggs, butter, and flour only.; nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients present in the recipe.; holiday: Gingerbread is a recognized festive/holiday dish explicitly listed in the holiday tag rules.; kid-friendly: Mild sweet spiced cake with no alcohol, no spicy heat, no pungent ingredients; familiar dessert form appealing to children.; easy: Single-bowl mixing method, ~9 ingredients, one pan, basic techniques (beat, mix, bake), no complex steps.",
c97b57f0-109e-4933-909e-005e8e9a1ff4,Mexican Chocolate Cake,,vegetarian; nut-free; kid-friendly; make-ahead,vegetarian; nut-free,,,gluten-free: Uses a boxed devil's food/dark chocolate fudge cake mix and the pan is dusted with flour — both are typically wheat-based. Gluten-free versions exist but are not specified.,,"vegetarian: No meat, poultry, fish, or seafood present; contains eggs, dairy, and chocolate — all vegetarian-permissible.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients listed anywhere in cake or frosting.; kid-friendly: Sweet chocolate cake with mild cinnamon spice; no alcohol, no strongly bitter or pungent ingredients; described as a beloved birthday cake.; make-ahead: Bundt cake stores well after baking; can be baked, cooled, frosted, and kept in advance without meaningful quality loss.",
7afb899b-831f-4ff2-a4fd-ca0ab501be5d,Italian Panna Cotta with Blackberry Sauce,,gluten-free; no-bake; make-ahead,gluten-free,,,"nut-free: Toasted pistachios are listed as a garnish; while optional ('for garnish'), they are part of the recipe as written, which disqualifies a nut-free tag — but if the garnish is omitted the dish would qualify. Needs human decision on whether optional garnishes count.; kid-friendly: The dish is mild, sweet, and not spicy, but panna cotta is a somewhat sophisticated dessert; pistachios are a nut garnish which may be a concern for children. Borderline — requires human judgment.",,"gluten-free: No wheat, barley, rye, or gluten-containing ingredients present; all components are cream, milk, sugar, gelatin, fruit, and nuts.; no-bake: Panna cotta is set by refrigeration (approx. 3 hours); no oven baking required at any step.; make-ahead: Recipe requires refrigeration for about 3 hours to set, making it inherently a prepare-in-advance dish; panna cotta stores well in fridge.",
e978d182-cd6d-48e6-aa06-2689ba758cab,Julie’s Cookies and Cream Cheesecake,,vegetarian; nut-free; make-ahead; kid-friendly,vegetarian; nut-free,,,,,"vegetarian: No meat, poultry, fish, or seafood; contains eggs and dairy only.; nut-free: No nuts, nut flours, nut butters, or nut-derived ingredients listed.; make-ahead: Instructions explicitly state 'Refrigerate overnight before serving.'; kid-friendly: Cookies and cream cheesecake — sweet, mild, familiar flavor profile with no alcohol or spicy/pungent ingredients.",
9ebb26a6-b17f-43a9-91a8-29dbd182e334,Valentine Favorite Hot Fudge Sauce,,vegetarian; nut-free; holiday; kid-friendly; easy; quick; make-ahead; no-bake,vegetarian; nut-free,,,gluten-free: Semi-sweet chocolate brand is unspecified; some chocolate products contain gluten through additives or cross-contamination. Cook should verify the chosen brand is certified or labeled gluten-free.,,"vegetarian: No meat, poultry, fish, shellfish, or hidden animal-flesh ingredients; contains dairy (butter, cream) which is allowed under vegetarian.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients present.; holiday: Recipe title explicitly includes 'Valentine' tying it to Valentine's Day celebration.; kid-friendly: Sweet chocolate dessert sauce with no spice, alcohol, or strongly pungent ingredients; mild and familiar to children.; easy: Roughly 9 ingredients, basic techniques (melting, whisking, simmering), standard equipment (saucepan, microwave), fewer than 7 steps.; quick: Active cook time is approximately 4-minute simmer plus short cooling; total time well under 30 minutes.; make-ahead: Hot fudge sauce is a condiment that stores well in the refrigerator and can be rewarmed without quality loss.; no-bake: Recipe uses stovetop and microwave only; no oven baking required.",
e55a7da9-28a5-4398-9ff7-aa14e2bbfe49,Light Fudge Frosting,,vegetarian; easy; make-ahead; no-bake; one-pot; kid-friendly,vegetarian,,,"gluten-free: Semisweet chocolate chips/chopped chocolate should be verified as gluten-free by brand, as some contain shared-facility cross-contamination warnings; however no gluten ingredients are listed",,"vegetarian: No meat, poultry, fish, shellfish, or hidden animal-flesh ingredients; contains dairy and no disqualifiers; easy: 6 ingredients, 5 straightforward steps, basic techniques (boiling, stirring, whipping), standard saucepan equipment; make-ahead: Step 3 explicitly instructs to refrigerate until cool before whipping, indicating it can be prepared in advance; no-bake: Recipe uses stovetop only (saucepan) and refrigeration; no oven baking required; one-pot: All cooking done in a single medium saucepan; butter, vanilla, and chocolate are added directly to the same pan; kid-friendly: Sweet chocolate frosting for cupcakes with sprinkles; mild, familiar, no alcohol or spicy ingredients",
a214db29-d11e-4475-a303-c815257a0a09,Matcha Panna Cotta,,gluten-free; nut-free; no-bake; make-ahead; kid-friendly,gluten-free; nut-free,,,"vegetarian: Gelatin sheets are typically derived from animal collagen (pork or beef), which some vegetarians avoid. If strict lacto-ovo vegetarian compliance is required, agar-agar substitution would be needed. Tagging as vegetarian under common usage but flagging for site policy review.",,"gluten-free: All ingredients (milk, cream, sugar, matcha powder, gelatin sheets, vanilla paste, berries) are naturally gluten-free with no wheat, barley, rye, or hidden gluten sources.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut oils present in any ingredient.; no-bake: Mixture is heated on stovetop then set by refrigeration; no oven is used at any step.; make-ahead: Recipe requires refrigeration for 4+ hours to set; well-suited to full advance preparation and storage.; kid-friendly: Mild, creamy, lightly sweet dessert with no alcohol, no spice, and familiar flavors; topped with whipped cream and berries.",
b43afb12-af50-4905-a556-9d4337545330,Mini Brownie Cupcakes,,vegetarian; nut-free; kid-friendly; make-ahead,vegetarian; nut-free,,,,,"vegetarian: No meat, poultry, fish, seafood, or hidden animal-flesh ingredients; contains butter and eggs which are permitted.; nut-free: No tree nuts, peanuts, nut flours, nut butters, or nut-derived ingredients present in the recipe.; kid-friendly: Chocolate brownie cupcakes dusted with confectioners sugar — mild, sweet, familiar, no alcohol or adult flavors.; make-ahead: Brownies and dense baked goods hold well after cooling and can be stored without quality loss; batter yields multiple batches suggesting advance preparation.",
